han	han+Pcle
njáskat	njáskat+V+TV+Ind+Prs+Pl1

njaŋgá	njaŋgat+V+IV+Ind+Prs+Sg3
njaŋgá	njaŋgát+V+IV+VGen
njaŋgá	njaŋgát+V+IV+Imprt+ConNeg
njaŋgá	njaŋgát+V+IV+Imprt+Sg2
njaŋgá	njaŋgát+V+IV+Ind+Prs+ConNeg
njaŋgá	njaŋgát+V+IV+Ind+Prs+Sg3

njálggistii	njálggistit+V+IV+Ind+Prt+Sg3


njálbmut	njálbmat+V+TV+Imprt+Pl1
njálbmut	njálbmut+V+IV+Inf
njálbmut	njálbmut+V+IV+Imprt+Pl1
njálbmut	njálbmut+V+IV+Imprt+Pl2
njálbmut	njálbmut+V+IV+Ind+Prs+Pl1

njálbmun	njálbmut+V+IV+Actio+Gen
njálbmun	njálbmut+V+IV+Actio+Nom

njálbmon	njálbmat+V+TV+Imprt+Sg1
njálbmon	njálbmut+V+IV+PrfPrc
njálbmon	njálbmut+V+IV+Ind+Prt+ConNeg
njálbmon	njálbmut+V+IV+Ind+Prt+Sg1
njálbmon	njálbmut+V+IV+Imprt+Sg1

njálbmo	njálbmat+V+TV+ConNegII
njálbmo	njálbmut+V+IV+ConNegII
njálbmo	njálbmut+V+IV+Ind+Prs+Du1
njálbmo	njálbmut+V+IV+Ind+Prt+Pl3

njaláhasten	njaláhastit+V+IV+Ind+Prt+Sg1

njáhkat	njáhkat+V+IV+Inf
njáhkat	njáhkat+V+IV+Ind+Prs+Pl1

njáhkamis	njáhkat+V+IV+Actio+Loc

njágaimet	njáhkat+V+IV+Ind+Prt+Err/Orth+Pl1
njágaimet	njáhkat+V+IV+Ind+Prt+Pl1

nivkalin	nivkalit+V+TV+Ind+Prt+Sg1

Nivkalin	nivkalit+V+TV+Ind+Prt+Sg1

nivkalii	nivkalit+V+TV+Ind+Prt+Sg3

Nisu	nisu+N+Sg+Nom
Nisu	nissut+V+TV+VGen
Nisu	nissut+V+TV+Ind+Prs+Err/Orth+ConNeg

niskesuonaid	niskesuotna+N+Err/Orth+Pl+Acc
niskesuonaid	niskesuotna+N+Err/Orth+Pl+Gen
niskesuonaid	niskesuotna+N+Pl+Acc
niskesuonaid	niskesuotna+N+Pl+Gen

nimmordedje	nimmordit+V+IV+Ind+Prt+Pl3

Nilda	Nilda+N+Prop+Sem/Fem+Attr
Nilda	Nilda+N+Prop+Sem/Fem+Sg+Acc
Nilda	Nilda+N+Prop+Sem/Fem+Sg+Gen
Nilda	Nilda+N+Prop+Sem/Fem+Sg+Nom

nikotiidna	nikotiidna+N+Sg+Nom

Nikodemussen	Nikodemussen+Err/Orth+N+Prop+Sem/Sur+Attr
Nikodemussen	Nikodemussen+Err/Orth+N+Prop+Sem/Sur+Sg+Acc
Nikodemussen	Nikodemussen+Err/Orth+N+Prop+Sem/Sur+Sg+Gen
Nikodemussen	Nikodemussen+Err/Orth+N+Prop+Sem/Sur+Sg+Nom
Nikodemussen	Nikodemussen+N+Prop+Sem/Sur+Attr
Nikodemussen	Nikodemussen+N+Prop+Sem/Sur+Sg+Acc
Nikodemussen	Nikodemussen+N+Prop+Sem/Sur+Sg+Nom


niesteseahkat	niesteseahkka+N+Pl+Nom

nieidariehpu	nieidariehpu+N+Sg+Nom

NIBR	NIBR+N+ACR+Sg+Acc
NIBR	NIBR+N+ACR+Sg+Gen
NIBR	NIBR+N+ACR+Sg+Nom

nevvot	neavvut+V+TV+Ind+Prs+Pl3
nevvot	neavvut+V+TV+Ind+Prt+Sg2
nevvot	neavvut+V+TV+Imprt+Pl2
nevvot	neavvut+V+TV+Imprt+Pl1
nevvot	neavvut+V+TV+Imprt+Pl1+Err/Orth
nevvot	nevvodit+V+TV+Imprt+ConNeg
nevvot	nevvodit+V+TV+Imprt+Sg2
nevvot	nevvodit+V+TV+Ind+Prs+ConNeg
nevvot	nevvot+A+Attr
nevvot	nevvot+A+Sg+Acc
nevvot	nevvot+A+Sg+Gen
nevvot	nevvot+A+Sg+Nom

nevvodeamis	nevvodit+V+TV+Actio+Loc

nevvodeaddji	nevvodit+V+TV+PrsPrc


nevrologiija	nevrologiija+N+Sg+Nom
nevrologiija	nevrologiija+N+Sg+Acc
nevrologiija	nevrologiija+N+Sg+Gen



neutrála	neutrála+A+Attr
neutrála	neutrála+A+Sg+Acc
neutrála	neutrála+A+Sg+Gen
neutrála	neutrála+A+Sg+Nom

nelgo	nealgut+V+IV+ConNegII
nelgo	nealgut+V+IV+Ind+Prs+Du1
nelgo	nealgut+V+IV+Ind+Prt+Pl3

neavvun	neavvu+N+G3+Sg+Loc+South+Err/Orth
neavvun	neavvu+N+G3+Ess
neavvun	neavvun+N+Sg+Gen
neavvun	neavvun+N+Sg+Nom
neavvun	neavvut+V+TV+PrfPrc+Err/Orth
neavvun	neavvut+V+TV+Actio+Gen
neavvun	neavvut+V+TV+Actio+Nom
neavvun	neavvut+V+TV+Ind+Prs+Sg1

neavvagiid	neava+N+Pl+Acc
neavvagiid	neava+N+Pl+Gen
neavvagiid	neavva+N+Pl+Acc
neavvagiid	neavva+N+Pl+Gen

neavvaga	neava+N+Sg+Acc
neavvaga	neava+N+Sg+Gen
neavvaga	neavva+N+Sg+Acc
neavvaga	neavva+N+Sg+Gen

neavttašit	neavttašit+V+TV+Inf
neavttašit	neavttašit+V+TV+Ind+Prt+Sg2
neavttašit	neavttašit+V+TV+Ind+Prs+Pl1
neavttašit	neavttašit+V+TV+Ind+Prs+Pl3

neavttárat	neavttár+N+Pl+Nom

nearvvat	nearva+N+Pl+Nom

nazista	nazista+N+Sg+Nom

Nazista	nazista+N+Sg+Nom



návsttus	návstu+N+Sg+Loc

návsttuid	návstu+N+Err/Orth+Pl+Acc
návsttuid	návstu+N+Err/Orth+Pl+Gen
návsttuid	návstu+N+Pl+Acc
návsttuid	návstu+N+Pl+Gen

návrašiid	návrraš+N+Pl+Acc
návrašiid	návrraš+N+Pl+Gen

návlen	návlet+V+TV+PrfPrc
návlen	návlet+V+TV+Ind+Prs+Sg1
návlen	návlet+V+TV+Actio+Gen
návlen	návlet+V+TV+Actio+Nom
návlen	návlet+V+TV+Ind+Prt+ConNeg


návetbarggu	návetbargu+N+Sg+Acc
návetbarggu	návetbargu+N+Sg+Gen

návehiidda	návet+N+Pl+Ill

návehastit	návehastit+V+IV+Inf
návehastit	návehastit+V+IV+Imprt+Pl2
návehastit	návehastit+V+IV+Ind+Prs+Pl1


navddašit	navddašit+V+TV+Inf
navddašit	navddašit+V+TV+Ind+Prt+Sg2
navddašit	navddašit+V+TV+Ind+Prs+Pl1
navddašit	navddašit+V+TV+Ind+Prs+Pl3

návccahuhttit	návccahuhttit+V+TV+Inf
návccahuhttit	návccahuhttit+V+TV+Imprt+Pl2
návccahuhttit	návccahuhttit+V+TV+Ind+Prs+Pl1

Naturen	Nature+N+Prop+Sem/Org+Ess
Naturen	Nature+N+Prop+Sem/Org+Sg+Loc+South+Err/Orth

našunalistalaš	nationalisttalaš+Err/Orth+Err/Orth+A+Attr
našunalistalaš	nationalisttalaš+Err/Orth+Err/Orth+A+Sg+Nom


Nasisttalaš	nasisttalaš+A+Sg+Nom
Nasisttalaš	nasisttalaš+A+Attr

nasisttain	nasista+N+Err/Orth+Pl+Loc
nasisttain	nasista+N+Err/Orth+Sg+Com
nasisttain	nasista+N+Pl+Loc
nasisttain	nasista+N+Sg+Com

nasisttaide	nasista+N+Err/Orth+Pl+Ill
nasisttaide	nasista+N+Pl+Ill


nasista	nasista+N+Sg+Nom

nappot	nappot+Adv

nanusnuvvá	nanusmuvvat+v2+V+IV+Ind+Prs+Sg3
nanusnuvvá	nanusmuvvat+V+IV+Err/Orth+ConNegII
nanusnuvvá	nanusmuvvat+V+IV+Err/Orth+PrsPrc
nanusnuvvá	nanusmuvvat+V+IV+Err/Orth+Imprt+Du1
nanusnuvvá	nanusmuvvat+V+IV+Err/Orth+Imprt+Du2
nanusnuvvá	nanusmuvvat+V+IV+Err/Orth+Ind+Prt+Pl3
nanusnuvvá	nanusmuvvat+V+IV+Err/Orth+Ind+Prs+Du1
nanusnuvvá	nanusmuvvat+V+IV+Err/Orth+Ind+Prs+Sg3

nanusmuvve	nanusmuvvat+v1+V+IV+Ind+Prs+Du1
nanusmuvve	nanusmuvvat+v1+V+IV+Ind+Prt+Pl3

nanusmuvvan	nanusmuvvat+v1+V+IV+PrfPrc
nanusmuvvan	nanusmuvvat+v1+V+IV+Actio+Gen
nanusmuvvan	nanusmuvvat+v1+V+IV+Actio+Nom
nanusmuvvan	nanusmuvvat+v1+V+IV+Ind+Prt+ConNeg

nanusmuvvá	nanusmuvvat+v1+V+IV+Ind+Prs+Sg3
nanusmuvvá	nanusmuvvat+V+IV+Err/Orth+ConNegII
nanusmuvvá	nanusmuvvat+V+IV+Err/Orth+PrsPrc
nanusmuvvá	nanusmuvvat+V+IV+Err/Orth+Imprt+Du1
nanusmuvvá	nanusmuvvat+V+IV+Err/Orth+Imprt+Du2
nanusmuvvá	nanusmuvvat+V+IV+Err/Orth+Ind+Prt+Pl3
nanusmuvvá	nanusmuvvat+V+IV+Err/Orth+Ind+Prs+Du1
nanusmuvvá	nanusmuvvat+V+IV+Err/Orth+Ind+Prs+Sg3

nanosmuvvet	nanosmuvvat+v1+V+IV+Ind+Prs+Pl3
nanosmuvvet	nanosmuvvat+v1+V+IV+Ind+Prt+Sg2
nanosmuvvet	nanosmuvvat+v1+V+IV+Imprt+Pl2

nanosmuvvan	nanosmuvvat+v1+V+IV+PrfPrc
nanosmuvvan	nanosmuvvat+v1+V+IV+Actio+Gen
nanosmuvvan	nanosmuvvat+v1+V+IV+Actio+Nom
nanosmuvvan	nanosmuvvat+v1+V+IV+Ind+Prt+ConNeg

nanosmuvai	nanosmuvvat+v1+V+IV+Ind+Prt+Sg3
nanosmuvai	nanosmuvvat+v1+V+IV+Ind+Prt+Err/Orth+Sg3


nannejumi	nannejupmi+N+Sg+Acc
nannejumi	nannejupmi+N+Sg+Gen

nannán	nannán+N+Sg+Nom
nannán	nannán+N+Sg+Acc+Err/Orth
nannán	nannán+N+Sg+Gen+Err/Orth

námá	námá+N+Sg+Nom
námá	námá+N+Sg+Acc
námá	námá+N+Sg+Gen

nálssuhit	nálssuhit+V+TV+Inf
nálssuhit	nálssuhit+V+TV+Ind+Prs+Pl1
nálssuhit	nálssuhit+V+TV+Ind+Prs+Pl3
nálssuhit	nálssuhit+V+TV+Ind+Prt+Sg2

nálssuhedje	nálssuhit+V+TV+Ind+Prt+Pl3





náláštuhttin	náláštuhttit+V+TV+Actio+Gen
náláštuhttin	náláštuhttit+V+TV+Actio+Nom



nákcemin	nákcet+V+IV+Actio+Ess

nákcejin	nákcet+V+IV+Ind+Prt+Sg1

nákcejedje	nákcet+V+IV+Ind+Prt+Pl3

náittospárra	náittospárra+N+Sg+Nom

Náittospárra	náittospárra+N+Sg+Nom

Náittospárat	náittospárra+N+Pl+Nom

náittosguimmeža	náittosguimmežat+N+Sg+Gen

náittosdilli	náittosdilli+N+Sg+Nom

náittosdilis	náittosdilli+N+Sg+Loc

náittosdili	náittosdilli+N+Sg+Acc
náittosdili	náittosdilli+N+Sg+Gen

náitosis	náittus+N+Sg+Loc

náitosa	náittus+N+Sg+Acc
náitosa	náittus+N+Sg+Gen


náitimis	náitin+N+Sg+Loc
náitimis	náitit+V+TV+Actio+Loc





nahkehit	nahkehit+V+TV+Inf
nahkehit	nahkehit+V+TV+Ind+Prs+Pl1
nahkehit	nahkehit+V+TV+Ind+Prs+Pl3
nahkehit	nahkehit+V+TV+Ind+Prt+Sg2


nággovuloš	nákkuvuloš+Err/Orth+A+Sg+Nom
nággovuloš	nákkuvuloš+Err/Orth+A+Sg+Acc+Err/Orth
nággovuloš	nákkuvuloš+Err/Orth+A+Sg+Gen+Err/Orth
nággovuloš	nákkuvuloš+Err/Orth+A+Attr

nággos	nákkus+N+Sg+Acc+Err/Orth
nággos	nákkus+N+Sg+Gen+Err/Orth

nággiiga	nágget+V+IV+Ind+Prt+Du3

Nággejin	nágget+V+IV+Ind+Prt+Sg1

nágge	nágget+V+IV+VGen
nágge	nágget+V+IV+Imprt+ConNeg
nágge	nágget+V+IV+Imprt+Sg2
nágge	nágget+V+IV+Ind+Prs+ConNeg
nágge	nágget+V+IV+Ind+Prs+Sg3

nággárvuođas	nággárvuohta+N+Sg+Loc

nággárin	nággár+A+Ess

náđui	náđđut+V+IV+Ind+Prt+Sg3
náđui	náđđut+V+IV+Ind+Prt+Err/Orth+Sg3

náđđut	náđđudit+V+TV+Imprt+ConNeg
náđđut	náđđudit+V+TV+Imprt+Sg2
náđđut	náđđudit+V+TV+Ind+Prs+ConNeg
náđđut	náđđut+V+IV+Inf
náđđut	náđđut+V+IV+Imprt+Pl1
náđđut	náđđut+V+IV+Imprt+Pl2
náđđut	náđđut+V+IV+Ind+Prs+Pl1

náđđot	náđđut+V+IV+Ind+Prs+Pl3
náđđot	náđđut+V+IV+Ind+Prt+Sg2
náđđot	náđđut+V+IV+Imprt+Pl2
náđđot	náđđut+V+IV+Imprt+Pl1
náđđot	náđđut+V+IV+Imprt+Pl1+Err/Orth

NÁČ	NÁČ+N+ACR+Sg+Acc
NÁČ	NÁČ+N+ACR+Sg+Gen
NÁČ	NÁČ+N+ACR+Sg+Nom

Møllergata	Møllergata+N+Prop+Sem/Plc+Attr
Møllergata	Møllergata+N+Prop+Sem/Plc+Sg+Acc
Møllergata	Møllergata+N+Prop+Sem/Plc+Sg+Gen
Møllergata	Møllergata+N+Prop+Sem/Plc+Sg+Nom

muvrrára	muvrrár+N+Sg+Acc
muvrrára	muvrrár+N+Sg+Gen


muvren	muvren+N+Sg+Gen
muvren	muvren+N+Sg+Nom
muvren	muvret+V+TV+PrfPrc
muvren	muvret+V+TV+Ind+Prs+Sg1
muvren	muvret+V+TV+Actio+Gen
muvren	muvret+V+TV+Actio+Nom
muvren	muvret+V+TV+Ind+Prt+ConNeg


muvrejeaddji	muvrejeaddji+N+NomAg+Sg+Acc
muvrejeaddji	muvrejeaddji+N+NomAg+Sg+Gen
muvrejeaddji	muvrejeaddji+N+NomAg+Sg+Nom
muvrejeaddji	muvret+V+TV+PrsPrc

muttát	muddit+V+TV+Ind+Prs+Sg2
muttát	muttát+A+Attr
muttát	muttát+A+Sg+Acc
muttát	muttát+A+Sg+Gen
muttát	muttát+A+Sg+Nom

muttágis	muttát+A+Sg+Loc
muttágis	muttát+A+Err/Orth+Attr
muttágis	muttágit+Err/Orth+Adv

musihkkariid	musihkar+N+Pl+Acc
musihkkariid	musihkar+N+Pl+Gen

musihkkár	musihkkár+N+Sg+Acc+Err/Orth
musihkkár	musihkkár+N+Sg+Gen+Err/Orth
musihkkár	musihkkár+N+Sg+Nom

musihkkačuojanasaid	musihkkačuojanas+N+Pl+Acc
musihkkačuojanasaid	musihkkačuojanas+N+Pl+Gen
musihkkačuojanasaid	musihkkačuojanas+N+Err/Orth+Pl+Acc
musihkkačuojanasaid	musihkkačuojanas+N+Err/Orth+Pl+Gen



murjen	muorjat+V+IV+Ind+Prt+Sg1
murjen	murjet+V+IV+PrfPrc
murjen	murjet+V+IV+Ind+Prs+Sg1
murjen	murjet+V+IV+Actio+Gen
murjen	murjet+V+IV+Actio+Nom
murjen	murjet+V+IV+Ind+Prt+ConNeg

murjemin	murjet+V+IV+Actio+Ess


muoŧáiguin	muoŧŧá+N+Err/Orth+Pl+Com
muoŧáiguin	muoŧŧá+N+Pl+Com

muosihit	muoseheapme+Err/Orth+A+Comp+Attr
muosihit	muoseheapme+Err/Orth+A+Comp+Sg+Nom

muosehuvvan	muosehuvvat+V+IV+PrfPrc
muosehuvvan	muosehuvvat+V+IV+Actio+Gen
muosehuvvan	muosehuvvat+V+IV+Actio+Nom
muosehuvvan	muosehuvvat+V+IV+Ind+Prt+ConNeg

muosehuhttet	muosehuhttit+V+TV+Ind+Prs+Pl3
muosehuhttet	muosehuhttit+V+TV+Ind+Prt+Sg2
muosehuhttet	muosehuhttit+V+TV+Imprt+Pl2

muosehuhtten	muosehuhttit+V+TV+Ind+Prt+Sg1

muosehuhttán	muosehuhttit+V+TV+PrfPrc
muosehuhttán	muosehuhttit+V+TV+Ind+Prt+ConNeg

muorrauvnnaide	muorrauvdna+N+Err/Orth+Pl+Ill
muorrauvnnaide	muorrauvdna+N+Pl+Ill



muorraomman	muorraomman+N+Sg+Acc+Err/Orth
muorraomman	muorraomman+N+Sg+Gen+Err/Orth
muorraomman	muorraomman+N+Sg+Nom


muorrabácci	muorrabázzi+N+Sg+Acc
muorrabácci	muorrabázzi+N+Sg+Gen

muorjemeasttu	muorjemeastu+N+Sg+Acc
muorjemeasttu	muorjemeastu+N+Sg+Gen



muohtaskohteriin	muohtaskohter+N+Pl+Loc
muohtaskohteriin	muohtaskohter+N+Sg+Com

muohtaskohter	muohtaskohter+N+Sg+Acc+Err/Orth
muohtaskohter	muohtaskohter+N+Sg+Gen+Err/Orth
muohtaskohter	muohtaskohter+N+Sg+Nom

muohtaskálvviid	muohtaskálvi+N+Err/Orth+Pl+Acc
muohtaskálvviid	muohtaskálvi+N+Err/Orth+Pl+Gen
muohtaskálvviid	muohtaskálvi+N+Pl+Acc
muohtaskálvviid	muohtaskálvi+N+Pl+Gen

muohtaskálvvi	muohtaskálvi+N+Sg+Acc
muohtaskálvvi	muohtaskálvi+N+Sg+Gen

muohtaskálvái	muohtaskálvi+N+Sg+Ill

muohtagielká	muohtagielká+N+Sg+Nom


munnin	munni+N+Ess

munni	munni+N+Sg+Nom

munnet	munnet+V+IV+Inf
munnet	munnet+V+IV+Ind+Prs+Pl1
munnet	munnet+V+IV+Ind+Prs+Sg2

munnái	munni+N+Sg+Ill

Munkeruda	Munkerud+N+Prop+Sem/Sur+Sg+Acc
Munkeruda	Munkerud+N+Prop+Sem/Sur+Sg+Gen
Munkeruda	Munkerud+N+Prop+Sem/Plc+Sg+Acc
Munkeruda	Munkerud+N+Prop+Sem/Plc+Sg+Gen

muŋka	muŋka+N+Sg+Nom

muljardit	muljardit+V+IV+Inf
muljardit	muljardit+V+IV+Ind+Prs+Pl1
muljardit	muljardit+V+IV+Ind+Prs+Pl3
muljardit	muljardit+V+IV+Ind+Prt+Sg2

mulgot	mulgut+V+TV+Ind+Prs+Pl3
mulgot	mulgut+V+TV+Ind+Prt+Sg2
mulgot	mulgut+V+TV+Imprt+Pl2
mulgot	mulgut+V+TV+Imprt+Pl1
mulgot	mulgut+V+TV+Imprt+Pl1+Err/Orth

muittuhussan	muittuhus+N+Ess

muittohuvvan	muittohuvvat+V+IV+PrfPrc
muittohuvvan	muittohuvvat+V+IV+Actio+Gen
muittohuvvan	muittohuvvat+V+IV+Actio+Nom
muittohuvvan	muittohuvvat+V+IV+Ind+Prt+ConNeg

muittohuva	muittohuvvat+V+IV+VGen
muittohuva	muittohuvvat+V+IV+Imprt+ConNeg
muittohuva	muittohuvvat+V+IV+Imprt+Sg2
muittohuva	muittohuvvat+V+IV+Ind+Prs+ConNeg


muitočoakkálmasain	muitočoakkálmas+N+Pl+Loc
muitočoakkálmasain	muitočoakkálmas+N+Sg+Com
muitočoakkálmasain	muitočoakkálmas+N+Err/Orth+Pl+Loc
muitočoakkálmasain	muitočoakkálmas+N+Err/Orth+Sg+Com





muitalattai	muitaladdat+V+TV+Ind+Prt+Sg3
muitalattai	muitaladdat+V+TV+Ind+Prt+Err/Orth+Sg3

muitaladdat	muitaladdat+V+TV+Inf
muitaladdat	muitaladdat+V+TV+Ind+Prs+Pl1

muhtunráje	muhtunráje+Err/Lex+Adv

muhtunláhkái	muhtun láhkai+Err/Orth+Adv

Muhtunlágán	muhtunlágan+v2+A+Attr
Muhtunlágán	muhtunlágan+v2+A+Sg+Nom
Muhtunlágán	muhtunlágan+v2+A+Sg+Acc
Muhtunlágán	muhtunlágan+v2+A+Sg+Gen+Err/Orth

muhttašuvvi	muhttašuvvat+V+IV+PrsPrc
muhttašuvvi	muhttašuvvat+V+IV+Imprt+Du2

muhttašuvai	muhttašuvvat+V+IV+Ind+Prt+Sg3
muhttašuvai	muhttašuvvat+V+IV+Ind+Prt+Err/Orth+Sg3

muhkkekeallára	muhkkekeallár+N+Sg+Acc
muhkkekeallára	muhkkekeallár+N+Sg+Gen
muhkkekeallára	muhkkekeallir+N+Sg+Acc
muhkkekeallára	muhkkekeallir+N+Sg+Gen

muddet	muddit+V+TV+Ind+Prs+Pl3
muddet	muddit+V+TV+Ind+Prt+Sg2
muddet	muddit+V+TV+Imprt+Pl2
muddet	muddehit+V+TV+Imprt+ConNeg
muddet	muddehit+V+TV+Imprt+Sg2
muddet	muddehit+V+TV+Ind+Prs+ConNeg
muddet	muddet+V+TV+Inf
muddet	muddet+V+TV+Ind+Prs+Pl1
muddet	muddet+V+TV+Ind+Prs+Sg2

mudden	mudden+N+Sg+Gen
mudden	mudden+N+Sg+Nom
mudden	muddit+V+TV+Ind+Prt+Sg1
mudden	muddet+V+TV+PrfPrc
mudden	muddet+V+TV+Ind+Prs+Sg1
mudden	muddet+V+TV+Actio+Gen
mudden	muddet+V+TV+Actio+Nom
mudden	muddet+V+TV+Ind+Prt+ConNeg




movttiidin	movttiidit+V+IV+Ind+Prt+Sg1

movttegat	movttet+A+Pl+Nom
movttegat	movttet+A+Comp+Attr
movttegat	movttet+A+Comp+Sg+Nom

movttáskin	movttáskit+V+IV+Ind+Prt+Sg1


moskkus	mosku+N+Sg+Loc
moskkus	moskkus+Err/Orth+A+Attr
moskkus	moskkus+A+Sg+Nom





morihin	morihit+V+IV+Ind+Prt+Sg1

moriheapmi	moriheapmi+N+Sg+Nom

moriheapmái	moriheapmi+N+Sg+Ill


morihan	morihit+V+IV+PrfPrc
morihan	morihit+V+IV+Ind+Prs+Sg1
morihan	morihit+V+IV+Actio+Gen
morihan	morihit+V+IV+Actio+Nom
morihan	morihit+V+IV+Ind+Prt+ConNeg

moraštit	moraštit+V+TV+Inf
moraštit	moraštit+V+TV+Ind+Prs+Pl1
moraštit	moraštit+V+TV+Ind+Prs+Pl3
moraštit	moraštit+V+TV+Ind+Prt+Sg2

moraštin	moraštit+V+TV+Ind+Prt+Sg1

moraštii	moraštit+V+TV+Ind+Prt+Sg3

Moraštan	moraštit+V+TV+PrfPrc
Moraštan	moraštit+V+TV+Ind+Prs+Sg1
Moraštan	moraštit+V+TV+Actio+Gen
Moraštan	moraštit+V+TV+Actio+Nom
Moraštan	moraštit+V+TV+Ind+Prt+ConNeg

morašta	moraštit+V+TV+Ind+Prs+Sg3




Montessoriskuvlii	montessoriskuvla+N+Sg+Ill

Montessoriskuvla	montessoriskuvla+N+Sg+Nom


molžžardii	molžžardit+V+IV+Ind+Prt+Sg3

molžžai	molžat+V+IV+Ind+Prt+Sg3
molžžai	molžat+V+IV+Ind+Prt+Err/Orth+Sg3


molsašuvvet	molsašuvvat+V+IV+Ind+Prs+Pl3
molsašuvvet	molsašuvvat+V+IV+Ind+Prt+Sg2
molsašuvvet	molsašuvvat+V+IV+Imprt+Pl2

molsašuttai	molsašuddat+V+IV+Ind+Prt+Sg3
molsašuttai	molsašuddat+V+IV+Ind+Prt+Err/Orth+Sg3

molsašumis	molsašupmi+N+Sg+Loc

molsašumi	molsašupmi+N+Sg+Acc
molsašumi	molsašupmi+N+Sg+Gen

molsašuhtti	molsašuhttit+V+TV+PrsPrc
molsašuhtti	molsašuhttit+V+TV+Imprt+Du2

molsašuddit	molsašuddat+V+IV+Imprt+Pl2
molsašuddit	molsašuddi+A+Pl+Nom

Molsašuddi	molsašuddat+V+IV+PrsPrc
Molsašuddi	molsašuddat+V+IV+Imprt+Du2
Molsašuddi	molsašuddi+A+Attr
Molsašuddi	molsašuddi+A+Sg+Acc
Molsašuddi	molsašuddi+A+Sg+Gen
Molsašuddi	molsašuddi+A+Sg+Nom

Molsašuddá	molsašuddat+V+IV+Ind+Prs+Sg3

mokkárdallan	mokkárdallat+V+IV+PrfPrc
mokkárdallan	mokkárdallat+V+IV+Actio+Gen
mokkárdallan	mokkárdallat+V+IV+Actio+Nom
mokkárdallan	mokkárdallat+V+IV+Ind+Prt+ConNeg

mojohalle	mojohallat+V+IV+Ind+Prs+Du1
mojohalle	mojohallat+V+IV+Ind+Prt+Pl3

mojohallat	mojohallat+V+IV+Inf
mojohallat	mojohallat+V+IV+Ind+Prs+Pl1

mojohallan	mojohallat+V+IV+PrfPrc
mojohallan	mojohallat+V+IV+Actio+Gen
mojohallan	mojohallat+V+IV+Actio+Nom
mojohallan	mojohallat+V+IV+Ind+Prt+ConNeg

moivasii	moivvas+A+Sg+Ill


mohtorsihkkela	mohtorsihkkel+N+Sg+Acc
mohtorsihkkela	mohtorsihkkel+N+Sg+Gen

mohtorsahá	mohtorsahá+N+Sg+Nom
mohtorsahá	mohtorsahá+N+Sg+Acc
mohtorsahá	mohtorsahá+N+Sg+Gen

mohtoroasi	mohtoroassi+N+Sg+Acc
mohtoroasi	mohtoroassi+N+Sg+Gen

mohtoris	mohtor+N+Sg+Loc

mohtoriiguin	mohtor+N+Pl+Com

mohtoriid	mohtor+N+Pl+Acc
mohtoriid	mohtor+N+Pl+Gen

mohtorii	mohtor+N+Sg+Ill

mohtorfievrrut	mohtorfievru+N+Pl+Nom

mohtorfievrruid	mohtorfievru+N+Err/Orth+Pl+Acc
mohtorfievrruid	mohtorfievru+N+Err/Orth+Pl+Gen
mohtorfievrruid	mohtorfievru+N+Pl+Acc
mohtorfievrruid	mohtorfievru+N+Pl+Gen

mohtorfanas	mohtorfanas+N+Sg+Nom

mohtorfámuid	mohtorfápmu+N+Err/Orth+Pl+Acc
mohtorfámuid	mohtorfápmu+N+Err/Orth+Pl+Gen
mohtorfámuid	mohtorfápmu+N+Pl+Acc
mohtorfámuid	mohtorfápmu+N+Pl+Gen


mohtora	mohtor+N+Sg+Acc
mohtora	mohtor+N+Sg+Gen

Mohtor	mohtor+N+Sg+Acc+Err/Orth
Mohtor	mohtor+N+Sg+Gen+Err/Orth
Mohtor	mohtor+N+Sg+Nom

mohkohallan	mohkohallat+V+IV+PrfPrc
mohkohallan	mohkohallat+V+IV+Actio+Gen
mohkohallan	mohkohallat+V+IV+Actio+Nom
mohkohallan	mohkohallat+V+IV+Ind+Prt+ConNeg

mohkkás	mohkkái+A+Attr

modellii	modealla+N+G3+Sg+Ill

modeallat	modealla+N+G3+Pl+Nom

modeallaide	modealla+N+G3+Pl+Ill
modeallaide	modealla+N+G3+Err/Orth+Pl+Ill

moddjii	moddjet+V+IV+Ind+Prt+Sg3

moddjájin	moddját+V+IV+Ind+Prt+Sg1
moddjájin	moddjái+A+Ess

moddjái	moddját+V+IV+Ind+Prt+Sg3
moddjái	moddjái+A+Sg+Ill
moddjái	moddjái+A+Sg+Nom

mobbet	mobbet+V+TV+Inf
mobbet	mobbet+V+TV+Ind+Prs+Pl1
mobbet	mobbet+V+TV+Ind+Prs+Sg2

mobben	mobbet+V+TV+PrfPrc
mobben	mobbet+V+TV+Ind+Prs+Sg1
mobben	mobbet+V+TV+Actio+Gen
mobben	mobbet+V+TV+Actio+Nom
mobben	mobbet+V+TV+Ind+Prt+ConNeg

moarás	moaráskit+V+IV+Imprt+ConNeg
moarás	moaráskit+V+IV+Imprt+Sg2
